director_name,num_critic_for_reviews,gross,genres,actor_1_name,movie_title,num_voted_users,num_user_for_reviews,language,budget,title_year,imdb_score,rank,movie_facebook_likes,profit
Martin Scorsese,110,5773519,Drama|Family,Morgan Freeman,Dolphin Tale 2 ,6069,212,English,17900000,2013,6.4,1.85,0,-12126481
Martin Scorsese,188,49851591,Drama,Kevin Spacey,The Shipping News ,28542,162,English,14000000,2005,6.4,1.85,0,35851591
Martin Scorsese,299,46495,Comedy|Drama|Romance,Angelina Jolie Pitt,Pushing Tin ,24826,396,English,3000000,1985,6.4,1.85,783,-2953505
Martin Scorsese,62,652177271,Biography|Drama|History|Sport,Eddie Cahill,Miracle ,36636,229,English,190000000,2001,6.4,1.85,0,462177271
Martin Scorsese,309,206435493,Drama,Tom Cruise,Rain Man ,383784,320,English,150000000,1996,6.4,1.85,12000,56435493
Martin Scorsese,252,31494270,Drama|History|War,James Mason,The Fall of the Roman Empire ,6156,3,English,65000000,2007,6.4,1.85,560,-33505730
Martin Scorsese,50,436471036,Comedy|Crime|Drama|Thriller|War,Dean Stockwell,Buffalo Soldiers ,20730,209,English,42000000,1987,6.4,1.85,664,394471036
Martin Scorsese,161,70163652,Drama,Nate Parker,The Secret Life of Bees ,19440,90,English,35000000,2008,6.4,1.85,0,35163652
Martin Scorsese,127,15047419,Action|Sci-Fi|Sport,Delroy Lindo,The Blood of Heroes ,4792,384,Cantonese,32000000,2005,6.4,1.85,999,-16952581
Martin Scorsese,43,73648142,Comedy|Horror|Mystery,Morgana O'Reilly,Housebound ,23323,204,English,3000000,2002,6.4,1.85,10000,70648142
Martin Scorsese,77,8460995,Drama,Lea Thompson,The Dog Lover ,162,38,Danish,75000000,2007,6.4,1.85,724,-66539005
Martin Scorsese,277,25592632,Action|Adventure|Sci-Fi|Thriller,The Dalai Lama,Mad Max ,152232,49,English,70000000,2009,6.4,1.85,10000,-44407368
Martin Weisz,152,64148,Fantasy|Horror,Javier Botet,Mama ,134869,100,English,55000000,1999,6.4,1.85,57000,-54935852
Martyn Pick,439,34350553,Action|Comedy|Crime|Drama,Mem Ferda,Plastic ,5865,54,English,47000000,1984,6.4,1.85,1000,-12649447
Mary Harron,66,982214,Comedy|Music|Romance,Fisher Stevens,Undiscovered ,2599,39,English,35000000,2004,6.4,1.85,128,-34017786
Mary Lambert,129,204843350,Drama|Romance,Anthony Hopkins,The Remains of the Day ,45703,227,English,17000000,2012,6.4,1.85,0,187843350
Mary Lambert,274,38087756,Comedy|Crime|Family,Noel Fisher,Max Keeble's Big Move ,5794,48,English,3000000,2007,6.4,1.85,371,35087756
Mary McGuckian,336,42385520,Comedy|Drama|Romance|Sport,Scout Taylor-Compton,Love Ranch ,2395,8,Russian,27000,2016,6.4,1.85,636,42358520
Mary Pat Kelly,29,7486906,Crime|Drama|Thriller,Richard Cawthorne,Dead Man's Shoes ,39929,85,English,50000000,1975,6.4,1.85,0,-42513094
Maryam Keshavarz,260,9030581,Drama|Romance,Fernanda Andrade,Blue Valentine ,141425,183,English,18000000,1982,6.4,1.85,25000,-8969419
Masayuki Ochiai,44,396035,Comedy|Drama|Romance,Billy Crudup,Trust the Man ,7833,1,English,3000000,1996,6.4,1.85,215,-2603965
Mateo Gil,371,181360000,Drama|Mystery|Sci-Fi,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,1900,15,English,75000000,1992,6.4,1.85,0,106360000
Mathieu Amalric,225,23089926,Drama|Fantasy,Quvenzhané Wallis,Beasts of the Southern Wild ,70336,28,Dzongkha,50000000,1999,6.4,1.85,31000,-26910074
Mathieu Kassovitz,48,14249005,Horror|Mystery|Thriller,Johnny Depp,From Hell ,124765,116,English,40000000,2014,6.4,1.85,0,-25750995
Mathieu Kassovitz,118,20773070,Action|Drama|Thriller|War,Joaquim de Almeida,Behind Enemy Lines ,86902,197,English,17000000,2014,6.4,1.85,0,3773070
Matt Bettinelli-Olpin,160,54734,Drama|Romance,Tom Hardy,Wuthering Heights             ,6053,24,Japanese,10000000,2014,6.4,1.85,0,-9945266
Matt Birch,1,32055248,Adventure|Animation|Family|Thriller,Alfre Woodard,Dinosaur ,38438,241,English,7000000,1986,6.3,1.85,0,25055248
Matt Birch,4,48745150,Action|Adventure|Fantasy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl ,809474,2113,English,1700000,1985,6.3,1.85,10000,47045150
Matt Cimber,43,17120019,Family,Lawrence Gilliard Jr.,The Little Ponderosa Zoo ,15,1473,English,300000,2006,6.3,1.85,9,16820019
Matt Dillon,107,5532301,Biography|Drama,Kate Winslet,Steve Jobs ,93548,149,English,1000000,2011,6.3,1.85,23000,4532301
Matt Jackson,88,12232937,Documentary,Sandra Ellis Lafferty,Starsuckers ,474,2,English,4900000,1999,6.3,1.85,203,7332937
Matt Johnson,25,40334024,Comedy|Short,Joshua Ray Bell,Jesus People ,31,252,English,3200000,2015,6.3,1.85,0,37134024
Matt Maiellaro,36,4584886,Drama,James Franco,Blue Car ,3142,2,Indonesian,700000,1987,6.3,1.85,115,3884886
Matt Piedmont,271,115646235,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,High School Musical 2 ,39786,156,English,1000000,2008,6.3,1.85,586,114646235
Matt Reeves,10,62300000,Action|Adventure|Drama|Sci-Fi,Gary Oldman,Dawn of the Planet of the Apes ,317542,620,English,200000,2015,6.3,1.85,45000,62100000
Matt Reeves,69,58214,Action|Fantasy|Horror,Dennis Quaid,Legion ,80870,214,English,350000,2009,6.3,1.85,0,-291786
Matt Reeves,80,40198710,Action|Horror|Thriller,Sheryl Lee,Vampires ,42664,1040,English,2500000,2009,6.3,1.85,0,37698710
Matt Reeves,66,15071514,Action|Adventure|Animation|Drama|Fantasy|Sci-Fi,Dee Bradley Baker,Star Wars: The Clone Wars             ,28190,14,English,3300000,2012,6.3,1.85,2000,11771514
Matt Walsh,16,22518325,Horror,Justin Baldoni,Fear Clinic ,6256,3,English,150000,2004,6.3,1.85,936,22368325
Matt Williams,251,20113965,Crime|Drama|Thriller,Orlando Bloom,Zulu ,12817,26,English,9000000,2015,6.3,1.85,0,11113965
Matthew Bright,16,38536376,Documentary,Morgan Freeman,March of the Penguins ,45984,73,English,650000,2001,6.3,1.85,0,37886376
Matthew Diamond,166,1430185,Comedy|Romance,Matthew Perry,Three to Tango ,16372,42,English,14000000,2009,6.3,1.85,311,-12569815
Matthew Hastings,309,262030663,Comedy|Drama|Music|Romance,William Schallert,House Party 2 ,3571,26,English,15000000,1994,6.3,1.85,232,247030663
Matthew O'Callaghan,257,70083519,Action|Crime|Drama|Thriller,Bill Duke,Payback ,111368,147,English,4000000,2015,6.3,1.85,0,66083519
Matthew R. Anderson,78,658672302,Comedy|Drama|Family,Paulette Goddard,Modern Times ,143086,83,English,32000000,2011,6.3,1.85,0,626672302
Matthew Robbins,159,146405371,Comedy|Drama,Harry Lennix,Barbershop 2: Back in Business ,10104,629,English,1250000,2000,6.3,1.85,265,145155371
Matthew Vaughn,389,140015224,Action|Adventure|Sci-Fi,Jennifer Lawrence,X-Men: First Class ,518537,698,English,500000,2000,6.3,1.85,54000,139515224
Matthew Vaughn,388,181166115,Adventure|Drama|Fantasy,Steve Buscemi,Big Fish ,350698,137,English,450000,2004,6.3,1.85,26000,180716115
Matthew Vaughn,17,71148699,Biography|Comedy|Crime|Drama|Romance|Thriller,Dick Clark,Confessions of a Dangerous Mind ,71596,96,English,85000000,1999,6.3,1.85,3000,-13851301
Matthew Vaughn,11,67344392,Action|Fantasy|Horror|Thriller,Julian Sands,Warlock ,11668,46,English,85000000,2006,6.3,1.85,0,-17655608
Matthew Watts,18,634277,Horror,William Gates,Bled ,851,36,English,80000000,2016,6.3,1.85,128,-79365723
Matty Rich,175,76400000,Drama|History|War,Harrison Gilbertson,Beneath Hill 60 ,5741,52,English,50000000,2002,6.3,1.85,0,26400000
Matty Rich,82,13753931,Drama|Fantasy|Horror|Mystery|Thriller,Raymond J. Barry,The Unborn ,42183,10,English,40000000,2010,6.3,1.85,0,-26246069
Maurice Joyce,12,10353690,Action|Thriller,Drew Waters,The Hit List ,10196,11,English,18000000,2002,6.3,1.85,0,-7646310
Maurizio Benazzo,131,2221994,Drama,Greg Ayres,Quinceañera ,3675,88,English,30000000,1978,6.3,1.85,426,-27778006
Max Färberböck,50,26687172,Drama|Romance,Leonardo DiCaprio,The Great Gatsby ,362933,65,English,9500000,2015,6.3,1.85,115000,17187172
Max Joseph,3,69951824,Action|Sci-Fi,Roddy McDowall,Escape from the Planet of the Apes ,23546,84,English,13500000,2012,6.3,1.85,819,56451824
Max Mayer,1,293501675,Drama|Mystery|Romance|Thriller,Saad Siddiqui,Inescapable ,2086,1,English,250000000,1998,6.3,1.85,657,43501675
McG,424,334041,Action|Adventure|Sci-Fi,Christian Bale,Terminator Salvation ,286095,974,English,9000000,1984,6.3,1.85,0,-8665959
McG,102,329691196,Action|Thriller,Matt Damon,Jason Bourne ,40123,297,English,90000000,2000,6.3,1.85,31000,239691196
McG,181,298110,Action|Adventure|Animation|Comedy|Family,Denis Leary,Ice Age: Dawn of the Dinosaurs ,166791,515,English,15000000,2000,6.3,1.85,0,-14701890
McG,86,181798,Action|Adventure|Thriller,Sylvester Stallone,Cliffhanger ,96096,189,English,11000000,1986,6.3,1.85,0,-10818202
McG,117,65007045,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Ryan Reynolds,Blade: Trinity ,132954,383,English,50000000,1990,6.3,1.85,0,15007045
McG,45,242589580,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Robin Williams,Aladdin ,260939,524,English,29000000,1978,6.3,1.85,0,213589580
Meiert Avis,62,104054514,Comedy|Drama|Romance,Kristen Stewart,Adventureland ,131180,114,English,30000000,2000,6.3,1.85,0,74054514
Mel Brooks,10,101111837,Comedy|Horror,Adam Scott,Piranha 3D ,72552,37,English,24000000,2008,6.3,1.85,13000,77111837
Mel Brooks,194,55808744,Comedy|Drama,Michael Imperioli,Girl 6 ,4961,124,English,16000000,1979,6.3,1.85,251,39808744
Mel Brooks,80,16377274,Comedy|Horror,Katrina Bowden,Tucker and Dale vs Evil ,127842,44,English,20000000,2006,6.3,1.85,49000,-3622726
Mel Brooks,46,24048000,Crime|Drama|Horror|Thriller,Viggo Mortensen,Prison ,2705,40,English,10000000,2007,6.3,1.85,314,14048000
Mel Brooks,81,32051917,Fantasy|Horror|Thriller,Kane Hodder,Jason Goes to Hell: The Final Friday ,19331,8,English,3000000,2010,6.3,1.85,949,29051917
Mel Brooks,30,237282182,Action|Adventure|Romance|Western,Montgomery Clift,Red River ,21316,147,English,22000000,1988,6.3,1.85,0,215282182
Mel Gibson,176,174635000,Drama|Mystery|Sci-Fi|Thriller,Peter Coyote,Sphere ,81611,126,English,20000000,2010,6.3,1.85,0,154635000
Mel Gibson,215,3798532,Crime|Thriller,Rosario Dawson,Sin City ,656640,422,English,32000000,2001,6.3,1.85,13000,-28201468
Mel Gibson,217,4946250,Drama|Musical|Romance,Kim-Marie Woodhouse,The Magic Flute ,926,271,English,13000000,2005,6.3,1.85,359,-8053750
Mel Smith,147,21283440,Comedy|Romance,Steve Carell,Sleepover ,12706,221,English,5500000,1999,6.3,1.85,0,15783440
Mel Stuart,3,17655201,Comedy|Romance,Frances Conroy,Ira & Abby ,1950,12,English,1100000,2009,6.3,1.85,360,16555201
Melville Shavelson,207,134518390,Crime|Drama|Mystery|Thriller,Denzel Washington,The Pelican Brief ,59569,94,English,117000000,2016,6.3,1.85,0,17518390
Melvin Van Peebles,99,75764085,Comedy|Romance,Kimberly J. Brown,It Happened One Night ,64888,26,English,48000000,1979,6.3,1.85,0,27764085
Mennan Yapo,11,24881000,Drama|Mystery|Thriller,Benedict Cumberbatch,Tinker Tailor Soldier Spy ,149066,148,English,30000000,2001,6.3,1.85,24000,-5119000
Menno Meyjes,350,78845130,Action|Horror|Romance,Matt Smith,Pride and Prejudice and Zombies ,23775,98,English,20000000,2000,6.3,1.85,73000,58845130
Mervyn LeRoy,136,6543194,Comedy|Drama|Romance,Rosario Dawson,Down to You ,12324,108,English,17500000,2001,6.3,1.85,580,-10956806
Mic Rodgers,86,70071,Crime|Drama|Mystery|Thriller,Robert De Niro,City by the Sea ,21319,106,English,500000,2003,6.3,1.85,416,-429929
Michael Anderson,20,234277056,Drama|Romance|War,Anna Friel,The Land Girls ,1591,58,English,3500000,2015,6.3,1.85,75,230777056
Michael Apted,191,153620822,Adventure|Family|Fantasy,Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader ,106446,227,English,17000000,2009,6.3,1.85,11000,136620822
Michael Apted,244,91439400,Action|Adventure|Thriller,Colin Salmon,The World Is Not Enough ,157519,683,English,25000000,2009,6.3,1.85,2000,66439400
Michael Apted,42,16938179,Action|Drama|Sci-Fi|Thriller,Chris Evans,Snowpiercer ,181472,40,English,2100000,2013,6.3,1.85,58000,14838179
Michael Apted,370,72980108,Comedy|Romance,Colin Ferguson,Because I Said So ,32412,988,English,11000000,2014,6.3,1.85,0,61980108
Michael Apted,289,12189514,Comedy,Carmen Electra,Disaster Movie ,74945,100,English,26000000,2013,6.3,1.85,0,-13810486
Michael Apted,111,9013113,Drama,Patrick Fugit,White Oleander ,25549,95,English,13000000,2008,6.3,1.85,0,-3986887
Michael Bay,378,102515793,Action|Adventure|Sci-Fi,Glenn Morshower,Transformers: Revenge of the Fallen ,323207,1439,English,15500000,2007,6.3,1.85,0,87015793
Michael Bay,525,35754555,Action|Adventure|Sci-Fi,Bingbing Li,Transformers: Age of Extinction ,242420,918,English,40000000,2004,6.3,1.85,56000,-4245445
Michael Bay,470,75605492,Action|Adventure|Sci-Fi,Glenn Morshower,Transformers: Dark of the Moon ,326180,899,English,35000000,2002,6.3,1.85,46000,40605492
Michael Bay,396,56083966,Action|Drama|History|Romance|War,Jennifer Garner,Pearl Harbor ,254111,1999,English,30000000,2011,6.3,1.85,0,26083966
Michael Bay,248,5990075,Action|Adventure|Sci-Fi,Zack Ward,Transformers ,513158,1782,English,30000000,2000,6.3,1.85,8000,-24009925
Michael Bay,208,65182182,Action|Adventure|Sci-Fi|Thriller,Bruce Willis,Armageddon ,322395,1171,English,18000000,2004,6.3,1.85,11000,47182182
Michael Bay,94,121945720,Adventure|Sci-Fi|Thriller,Tom Cruise,War of the Worlds ,334345,2741,English,3500000,2006,6.3,1.85,0,118445720
Michael Bay,257,15294553,Adventure|Drama|Sci-Fi,Matt Damon,The Martian ,472488,1023,English,36000000,2002,6.3,1.85,153000,-20705447
Michael Bay,372,92900,Action|Adventure|Sci-Fi,Ariana Richards,The Lost World: Jurassic Park ,278362,385,English,35000000,2000,6.3,1.85,0,-34907100
Michael Bay,419,425899,Animation|Comedy|Family|Fantasy,Bill Murray,Garfield ,58961,209,English,30000000,2016,6.3,1.85,795,-29574101
Michael Bay,222,249358727,Adventure|Drama|History,Dennis Quaid,The Right Stuff ,45271,284,English,26000000,2003,6.3,1.85,0,223358727
Michael Bay,106,37567440,Action|Thriller,Martin Kove,Red Sky ,1084,128,English,16000000,2014,6.3,1.85,437,21567440
Michael Bay,30,136801374,Drama,Leonardo DiCaprio,Marvin's Room ,20163,165,English,28000000,1996,6.3,1.85,1000,108801374
Michael Burke,238,15519841,Comedy|Fantasy|Mystery,Sonja Sohn,Bubba Ho-Tep ,38893,32,English,21000000,2004,6.3,1.85,0,-5480159
Michael Caton-Jones,92,46280507,Action|Crime|Thriller,Jason Statham,Killer Elite ,105556,289,English,25000000,2007,6.3,1.85,17000,21280507
Michael Caton-Jones,323,10070000,Action|Adventure|Comedy|Crime,Estella Warren,Kangaroo Jack ,23476,279,English,3000000,2007,6.3,1.85,858,7070000
Michael Caton-Jones,124,21483154,Comedy|Crime|Romance,Jeanne Tripplehorn,Mickey Blue Eyes ,29968,660,English,75000,2015,6.3,1.85,445,21408154
Michael Caton-Jones,148,21133087,Drama|Mystery|Sci-Fi|Thriller,Jennifer Jason Leigh,The Jacket ,92850,331,English,60000,2003,6.3,1.85,0,21073087
Michael Chapman,97,223615,Horror|Mystery|Sci-Fi|Thriller,Bruce Greenwood,Disturbing Behavior ,17328,96,English,15000000,2014,6.3,1.85,673,-14776385
Michael Cimino,83,218628680,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,The Phantom ,27648,183,English,7840000,2015,6.3,1.85,0,210788680
Michael Cimino,75,79568000,Comedy|Romance,Woody Allen,Hollywood Ending ,21613,70,English,3000000,2006,6.3,1.85,762,76568000
Michael Clancy,27,97360069,Drama,Jennifer Ehle,Black or White ,8058,88,English,6500000,1992,6.3,1.85,0,90860069
Michael Cohn,127,83892374,Crime|Drama|Thriller,Julia Roberts,Money Monster ,19611,105,English,800000,2003,6.3,1.85,0,83092374
Michael Corrente,66,105807520,Adventure|Drama|Thriller,Mary Elizabeth Mastrantonio,Limbo ,5158,159,English,1000000,2004,6.3,1.85,196,104807520
Michael Corrente,9,85570368,Action,Scott Takeda,Code of Honor ,662,237,French,150000,2006,6.3,1.85,689,85420368
Michael Crichton,28,32368960,Adventure|Comedy|Drama|Family,Curtis Armstrong,The Adventures of Huck Finn ,6384,263,English,26000000,2005,6.3,1.85,391,6368960
Michael Cristofer,118,18004225,Action|Crime|Drama|History|Western,Matthew McConaughey,The Newton Boys ,8309,139,English,10000000,2012,6.3,1.85,315,8004225
Michael Cuesta,336,24985612,Horror,Matt Shively,Paranormal Activity 4 ,51204,356,English,25000000,1970,6.3,1.85,26000,-14388
Michael Cuesta,64,60984028,Action|Drama,Lena Dunham,Hardflip ,606,37,English,4000000,1976,6.3,1.85,706,56984028
Michael Curtiz,62,5776314,Action|Crime|Drama|Thriller,Jon Foo,The Protector ,30210,148,English,29000000,2008,6.3,1.85,0,-23223686
Michael Curtiz,35,447750,Comedy|Crime|Drama|Romance,Anjelica Huston,Buffalo '66 ,36657,3,English,16000000,1987,6.3,1.85,0,-15552250
Michael Curtiz,60,38168022,Comedy|Fantasy,Ted Raimi,My Name Is Bruce ,21379,10,English,5000000,1993,6.3,1.85,0,33168022
Michael D. Sellers,21,107515297,Comedy|Romance,Kirsten Dunst,Bachelorette ,37156,48,English,7000000,1993,6.3,1.85,0,100515297
Michael Dinner,247,66257002,Comedy|Drama|Fantasy,Jeff Bridges,The Fisher King ,63274,275,English,11000000,2008,6.3,1.85,12000,55257002
Michael Dougherty,54,125603360,Action|Crime|Sci-Fi,Charles Napier,Steel ,8687,49,English,40000000,1966,6.3,1.85,0,85603360
Michael Dowse,8,34350553,Drama|History|Sport,Gerard Butler,The Game of Their Lives ,2613,25,English,24000000,1986,6.3,1.85,445,10350553
Michael Dowse,48,34098563,Drama|Romance|Sci-Fi|Thriller,Leonor Varela,Sleep Dealer ,5699,26,English,16000000,1999,6.3,1.85,0,18098563
Michael Gornick,163,55865715,Comedy|Crime|Mystery,Scarlett Johansson,Scoop ,66840,308,English,1800000,2006,6.3,1.85,0,54065715
Michael Haneke,110,6851636,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Peggy Sue Got Married ,27149,365,English,8500000,1962,6.3,1.85,0,-1648364
Michael Haneke,68,2580,Action|Crime|Thriller,Luke Bracey,The November Man ,50056,158,English,1600000,2005,6.3,1.85,0,-1597420
Michael Haneke,36,1276984,Comedy|Crime|Romance,Liam Neeson,Gun Shy ,5936,88,Hindi,500000,1993,6.3,1.85,242,776984
Michael Herz,74,1487477,Comedy,Madeline Kahn,Young Frankenstein ,112671,5,English,1000000,2013,6.3,1.85,14000,487477
Michael Herz,53,20763013,Horror,Jean-Louis Trintignant,The Innkeepers ,27260,17,English,105000000,2010,6.3,1.85,0,-84236987
Michael Hoffman,153,373060,Action|Comedy|Crime,Richard Tyson,Kindergarten Cop ,107801,345,English,15000000,2012,6.3,1.85,0,-14626940
Michael Hoffman,111,40158000,Comedy|Crime|Drama,Bernie Mac,Bad Santa ,107815,549,English,65000000,2005,6.3,1.85,10000,-24842000
Michael Hoffman,37,61656849,Comedy|Mystery,Jennifer Garner,"Dude, Where's My Car? ",116625,72,English,62000000,2014,6.3,1.85,0,-343151
Michael Hoffman Jr.,208,58183966,Crime|Drama|Romance,Shane Dawson,The Mudge Boy ,3480,247,English,40000000,2009,6.3,1.85,396,18183966
Michael J. Bassett,156,102981571,Comedy|Drama|Musical|Romance|Western,Clint Eastwood,Paint Your Wagon ,9352,117,English,42000000,2004,6.3,1.85,0,60981571
Michael Jai White,24,4357000,Comedy,John Belushi,Animal House ,90177,888,English,37000000,2015,6.3,1.85,0,-32643000
Michael Kang,4,25590119,Drama|Romance,Mike Beckingham,Now Is Good ,26863,11,English,33000000,2014,6.3,1.85,0,-7409881
Michael Landon Jr.,212,23393765,Biography|Drama|Thriller,Kevin Spacey,Margin Call ,92599,249,English,25000000,2012,6.3,1.85,21000,-1606235
Michael Landon Jr.,110,6026908,Adventure|Crime|Drama,Everett McGill,Iguana ,240,15,English,10000000,1998,6.3,1.85,37,-3973092
Michael Lehmann,239,1977544,Action|Drama|War,Lea Thompson,Red Dawn ,41776,157,English,7500000,1998,6.3,1.85,0,-5522456
Michael Lehmann,219,17544812,Action|Adventure|Drama|Thriller,M. Emmet Walsh,Raise the Titanic ,2933,162,English,9000000,2014,6.3,1.85,328,8544812
Michael Lehmann,263,7888703,Biography|Drama|Romance,David Masterson,The Last Station ,15352,54,English,8900000,2003,6.3,1.85,0,-1011297
Michael Lembeck,327,1330827,Action|Adventure|Fantasy|War,Colin Firth,The Last Legion ,29285,2277,English,24000000,1994,6.3,1.85,0,-22669173
Michael Lembeck,201,31493782,Comedy|Drama|Romance,Robert Downey Jr.,Home for the Holidays ,9105,6,English,7000000,2006,6.3,1.85,0,24493782
Michael Mann,188,104792,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Fellowship of the Ring ,1238746,5060,English,30000000,2008,6.3,1.85,21000,-29895208
Michael Mann,357,78900000,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,Planet of the Apes ,177725,983,English,80000000,2004,6.3,1.85,0,-1100000
Michael Mann,189,17314483,Comedy|Drama|Musical|Romance,James Martin Kelly,Rock of Ages ,61995,196,English,12000000,2005,6.3,1.85,33000,5314483
Michael Mann,304,1420578,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: Eclipse ,184637,445,English,43000000,1985,6.3,1.85,29000,-41579422
Michael Mann,60,565592,Adventure|Animation|Comedy|Family,Sylvester Stallone,Antz ,124641,144,English,14000000,2000,6.3,1.85,0,-13434408
Michael Mann,93,155984,Action|Sci-Fi|Thriller,Scarlett Johansson,Lucy ,327367,1360,English,10000000,2007,6.3,1.85,83000,-9844016
Michael Martin,270,38345403,Comedy|Crime,Vincent Pastore,The Jerky Boys ,2129,62,English,10000000,2009,6.3,1.85,138,28345403
Michael Mayer,462,37304950,Comedy|Family,Chloë Grace Moretz,Diary of a Wimpy Kid ,32002,306,English,150000000,2013,6.3,1.85,0,-112695050
Michael Mayer,223,30691439,Drama,Irvin Kershner,The Last Temptation of Christ ,39680,85,English,70000000,2015,6.3,1.85,0,-39308561
Michael McCullers,59,3193102,Biography|Drama,Alex Pettyfer,Lee Daniels' The Butler ,87665,125,English,63000000,2015,6.3,1.85,41000,-59806898
Michael McGowan,61,67128202,Drama|Romance,Kirsten Dunst,The Virgin Suicides ,116910,50,English,66000000,2000,6.3,1.85,0,1128202
Michael Meredith,198,134455175,Crime|Drama,Ethan Suplee,American History X ,782437,143,English,45000000,2004,6.3,1.85,35000,89455175
Michael Moore,427,53680848,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,Eternal Sunshine of the Spotless Mind ,666937,189,English,43000000,2013,6.3,1.85,52000,10680848
Michael Moore,16,6706368,Comedy|Horror|Thriller,Danny Dyer,Severance ,31890,85,English,40000000,2015,6.3,1.85,0,-33293632
Michael Moore,52,113155,Drama|Family,Bruce McGill,A Dog of Flanders ,781,65,English,60000000,2005,6.3,1.85,157,-59886845
Michael Moore,134,143653,Biography|Drama,Tom Cullen,Desert Dancer ,1177,14,English,25000000,2005,6.3,1.85,0,-24856347
Michael Moore,100,1573712,Drama,Rosie Perez,Lies in Plain Sight ,544,631,English,15000000,2008,6.3,1.85,162,-13426288
Michael Moore,5,7204138,Documentary,Lalaine,Ayurveda: Art of Being ,341,175,English,13000000,1984,6.3,1.85,379,-5795862
Michael O. Sajbel,59,20285518,Action|Fantasy|Horror|Thriller,Laura Ramsey,The Covenant ,39541,37,English,5000000,2012,6.3,1.85,3000,15285518
Michael O. Sajbel,17,136432,Crime|Mystery|Thriller,Jim Carter,The Oxford Murders ,22753,31,English,3000000,1998,6.3,1.85,0,-2863568
Michael Patrick Jann,26,28563179,Horror|Mystery|Thriller,Sarah Michelle Gellar,The Grudge ,115050,193,English,34000000,1992,6.3,1.85,4000,-5436821
Michael Patrick King,221,7267324,Comedy,Will Ferrell,The Campaign ,106790,742,English,12000000,2010,6.3,1.85,18000,-4732676
Michael Polish,87,124870275,Biography|Drama|History|Romance,Seth Gilliam,Jefferson in Paris ,2427,34,English,28000000,2013,6.3,1.85,127,96870275
Michael Polish,220,43426961,Horror,Johanna Braddy,Paranormal Activity 3 ,76828,73,English,45000000,2002,6.3,1.85,24000,-1573039
Michael Polish,7,119654900,Biography|Comedy|Documentary,Nancy O'Dell,Martin Lawrence Live: Runteldat ,1466,111,English,45000000,2007,6.3,1.85,63,74654900
Michael Polish,157,79883359,Crime|Drama|Mystery,Carroll O'Connor,In the Heat of the Night             ,2258,434,English,40000000,2005,6.3,1.85,763,39883359
Michael Polish,13,39380442,Horror,Katy Mixon,The Horror Network Vol. 1 ,139,34,English,5000000,2009,6.3,1.85,52,34380442
Michael Pressman,46,42345531,Comedy|Crime|Drama,Dwayne Johnson,Pain & Gain ,161168,94,English,4000000,2002,6.3,1.85,43000,38345531
Michael Radford,219,2208939,Action|Crime|Thriller,Mira Sorvino,The Replacement Killers ,23345,291,English,900000,2015,6.3,1.85,629,1308939
Michael Radford,91,54910560,Comedy,Kurtwood Smith,Cedar Rapids ,32697,92,English,250000,1994,6.3,1.85,0,54660560
Michael Ritchie,83,37339525,Horror,Johnny Depp,A Nightmare on Elm Street ,149285,677,English,45000000,2007,6.3,1.85,10000,-7660475
Michael Ritchie,210,89808372,Action|Thriller,Alan Rickman,Die Hard ,592582,374,English,250000,2008,6.3,1.85,25000,89558372
Michael Ritchie,168,3519627,Adventure|Drama|Sci-Fi,J.K. Simmons,The Astronaut Farmer ,19707,39,English,1500000,2009,6.3,1.85,862,2019627
Michael Roemer,26,5308553,Documentary,Sasha Alexander,Sholem Aleichem: Laughing in the Darkness ,154,24,English,10000000,2002,6.3,1.85,287,-4691447
Michael Rymer,285,3148482,Biography|Comedy|Drama|History|Music,Tom Hanks,Saving Mr. Banks ,117719,156,English,750000,1999,6.3,1.85,39000,2398482
Michael Rymer,61,5004648,Action|Animation|Sci-Fi,Mitsuo Iwata,Akira ,106160,288,Chinese,24000000,2000,6.3,1.85,0,-18995352
Michael Schultz,223,7826,Drama|Romance,Johnny Depp,What's Eating Gilbert Grape ,171882,39,English,36000000,2011,6.3,1.85,14000,-35992174
Michael Schultz,139,38122105,Comedy|Drama|Romance|Western,Slim Pickens,The Ballad of Cable Hogue ,6350,229,English,12000000,2000,6.3,1.85,357,26122105
Michael Schultz,1,43853424,Horror,Greg Nicotero,Day of the Dead ,49672,207,Norwegian,1700000,2006,6.3,1.85,3000,42153424
Michael Spierig,3,178406268,Animation|Comedy|Drama|Family|Musical,Kath Soucie,The Tigger Movie ,13319,87,English,1000000,2000,6.3,1.85,347,177406268
Michael Sucsy,260,102315545,Action|Crime|Sci-Fi|Thriller,Alice Braga,Repo Men ,87768,30,English,24000000,1995,6.3,1.85,12000,78315545
